d_vendor_name,d_fiscal_year,total
GESTION MEDSECURE,2020-2021,10348
GROUPE F V P,2019-2020,44598.08450704225
GROUPE F V P,2020-2021,56487.65134201435
GROUPE FVP,2018-2019,26523.713432835822
GROUPE FVP,2019-2020,32320.28656716418
GROUPE GID DESIGN,2018-2019,14560.15
HONEYWELL,2018-2019,7616.789704271631
HONEYWELL,2019-2020,15317.28039430449
HONEYWELL,2020-2021,15275.429901423877
IXMEDIA,2018-2019,15441
JEAN LECLERC EXCAVATION,2018-2019,14429
JOHNSON CONTROLS,2019-2020,25195.78125
JOHNSON CONTROLS,2020-2021,33229.21875
KELLY SERVICES CANADA,2017-2018,15767
LABORATOIRE D EXPERISES DE QUEBEC LTES,2017-2018,15806
LAFOND COTE ARCHITECTES,2018-2019,12072
LAMONTAGNE CONSULTANTS,2020-2021,12979
LARO EXPERTS CONSEILS,2020-2021,24812
LES CHEMINEES GAMELIN,2018-2019,7299.125531914893
LES CHEMINEES GAMELIN,2019-2020,5359.874468085106
LES EDITIONS BOREAL,2017-2018,18008.4375
LES EDITIONS BOREAL,2018-2019,42651.5625
LES ENTREPRISES LOU VIL,2020-2021,11907
LES GICLEURS QUEBECOIS,2019-2020,12791
MAXI PAYSAGE,2019-2020,126734.99270072993
MAXI PAYSAGE,2020-2021,37064.00729927007
MBH MOBILIER DE BUREAU,2018-2019,115974
MENUISERIE POULIOT D,2019-2020,41273.0155210643
MENUISERIE POULIOT D,2020-2021,75796.9844789357
MINIMAL,2019-2020,12734
ML ENTRETIEN MULTISERVICES,2018-2019,61343
MUSEE NATIONAL DES BEAUX ARTS DU QUEBEC,2018-2019,57125
NORSECO,2020-2021,12877
NORTHERN MICRO,2019-2020,65602
NORTHERN MICRO,2020-2021,78459
PALADIN TECHNOLOGIES,2018-2019,41249.759999999995
PANAVIDEO,2017-2018,13211
PANAVIDEO,2018-2019,32261
PATEX,2019-2020,15146
PAUL H LAFOND ET FILS,2018-2019,211398
PAVAGE RAY DESROCHERS,2017-2018,74497
PLANIDESIGN,2017-2018,11332.460732984293
PLANIDESIGN,2018-2019,10312.539267015707
PRM,2018-2019,12173.099999999999
PRODUCTIONS CINE SCENE,2020-2021,17246
RE MAX FORTIN DELAGE,2017-2018,16081.144414168937
SANI BLEU,2018-2019,8524.335877862595
SANI BLEU,2019-2020,3271.6641221374043
SIGNALISATION LEVIS,2018-2019,42390
SOCIETE DE CONTROLES JOHNSTON CANADA SEC,2020-2021,24687
SOCIETE PARC AUTO DU QUEBEC,2017-2018,18465
SOLOTECH,2018-2019,28294
SPAC,2019-2020,90000
SPC,2020-2021,17692
STUDIO ALTKEY,2019-2020,21480
TOITURES PREMONT,2018-2019,58674
TOITURES QUATRE SAISONS,2017-2018,67950
TOITURES QUATRE SAISONS,2018-2019,149524
TPSGC,2017-2018,184346
TPSGC,2018-2019,207405.99999999997
TPSGC,2019-2020,401280.50089445437
TPSGC,2020-2021,1120352.4991055457
TRO CHAINES,2017-2018,59787
TRO CHAINES,2018-2019,63092.14
TYCO INTEGRATED SECURITY,2018-2019,25659
TYCO INTEGRATED SECURITY,2019-2020,27970
TYCO INTEGRATED SECURITY,2020-2021,28529.000000000004
WOLSELEY,2017-2018,25324
