d_vendor_name,total
MARKLAND PAVING,7420317.9
ENGLOBE,7395174.64
HIGHLANDS FUEL DELIVERY,7375629.56
RAMPART INTERNATIONAL,7348678.52
TULMAR SAFETY SYSTEMS,7324234.44
ERNST YOUNG,7228920.57
NORTH BAY HYDRO,7227163.09
MOBILITY LAB,7176390.8
DYNAMIC FACILITY SERVICES,7134420.53
ROCKWELL COLLINS CANADA,7029870.16
CARLETON LIFE SUPPORT SYSTEMS,6924542.83
ZENITH PAVING,6922625.8
HUMANSYSTEMS,6850762.96
PETROVALUE PRODUCTS,6847481.4
"NATCO PHARMA CANADA",6833757.05
TERAMACH TECHNOLOGIES,6828559.63
METALCRAFT MARINE,6787973.55
MLS,6722899.75
DYNABOOK CANADA,6688576.5
ZYCOM,6605016.78
NORDLYS ENVIRONMENTAL PARTNERSHIP,6601984.59
ARC TERYX EQUIPMENT A DIVISION OF AMER SPORTS CANADA,6601108.06
VALUE MASTER BUILDERS,6567790.02
ADVANCED CHIPPEWA TECHNOLOGIES,6560878.9
PARKER JOHNSTON INDUSTRIES,6534277.71
A SANTIN MASON CONTRACTOR,6521635.65
OPTIMUM SOLUTIONS,6519621.26
UNITED RENTALS OF CANADA,6497744.01
GOLDER ASSOCIATES,6468079.78
SIMO MANAGEMENT,6422187.76
H H CONSTRUCTION,6384196.46
UNIVERSITY OF WATERLOO,6374935.77
DWP SOLUTIONS,6350023.84
DAVTAIR INDUSTRIES,6331408.59
XTECH EXPLOSIVE DECONTAMINATION,6260988.43
MULTINATIONAL LOGISTIC SERVICES,6254754.44
TOURE CLEANING SERVICES,6241870.06
EMT EMERGENCY MEDICAL TECHNOLOGY,6226181.05
AMTEK ENGINEERING,6173424.91
COFELY SERVICES,6143798.46
TAI,6141678.8
AMRON CONSTRUCTION,6126952.82
ACKLANDS GRAINGER,6109701.53
LOCATION DE MOTONEIGES HAUTE MATAWINIE,6084935.83
APPLIED SYSTEMS ENGINEERING,6044170.82
CANTEC SYSTEMS,5997459.28
BLUEDROP TRAINING SIMULATION,5979112.45
CHANNEL MANAGEMENT INTERNATIONAL,5968378.08
RIGHTWAY SANITATION SERVICES,5940198.94
LIEBHERR CANADA,5926189.44
HENSOLTD SENSORS,5908380.77
BARRON S REFRIGERATION HEATING,5907175.86
YAMNUSKA,5904389.32
TELECOMMUNICATION SUPPORT SERVICES,5850596.75
FRANCIS CANADA TRUCK CENTRE,5848397.12
RIKJAK CONSTRUCTION,5844121.75
CADEX,5842727.64
M SULLIVAN SON,5773189.08
SONOBUOY TECH SYSTEMS,5768953.74
LEEDS TRANSIT,5737500.04
CANADIAN NUCLEAR LABORATORIES,5715695.66
APEX STEEL GAS,5714634.49
ENMAX,5698169.78
LES ENTREPRISES FERVEL,5697915.24
DYMECH ENGINEERING,5688420
MANITEX LIFTKING,5655539.69
JP2G CONSULTANTS,5644197.48
VAN HORNE CONSTRUCTUION,5634708.03
TYCO INTEGRATED FIRE SECURITY,5631112.45
"NAVAMAR",5611273.37
GENTEX INTERNATIONAL,5512682.38
TRANSWEST AIR,5509882.45
BEST FACILITIES SERVICES,5478913.71
CONTRACT COMMUNITY,5472582.17
LIFTKING MANUFACTURING,5419253.08
WADE GENERAL CONTRACTING,5381550.18
KAYCOM,5377155.3
MOTOR COACH INDUSTRIES,5341766.22
ROOF TILE MANAGEMENT,5313383.71
ISLAND CATERING,5312045.15
MCW CUSTOM ENERGY SOLUTIONS,5307473.29
PEPCO,5292444.95
SETANTA CONTRACTING,5273022.56
COMMERCIAL BUILDING CLEANING,5219575.72
AFW CONSTRUCTION,5211773.21
PROQUEST,5190294.28
VERITAAQ TECHNOLOGY HOUSE,5184344.6
NEXTER SYSTEMS,5119127.89
DEFENSE INFORMATION SYSTEMS AGENCY DISA,5075367.78
RACEROCKS 3D,5053897.76
2KEYS,5043695.55
XEROX,5039582.6
SELECT GLOBAL INTERNATIONAL,5034601.2
CLARIANT CANADA,5009048.37
MICHELIN,4995812.83
OMNITECH ELECTRONICS,4966697.94
JULIAN SIMON GROUP,4942620
MUSTANG SURVIVAL,4852928.54
SERVICE STAR BUILDING CLEANING,4852661.54
EMS TECHNOLOGIES,4840981.55
WOODWARD S OIL,4839889.13
UNION GAS,4804865.38
AIRBOSS DEFENSE,4764921.88
INDAL TECHNOLOGIES,4701393.32
COSSETTE COMMUNICATIONS,4671093.21
FLYNN CANADA,4649093.88
UNIVERSITY OF OTTAWA,4645394.74
ATLANTIC ROOFERS,4629158.77
OSI,4615796.7
ANIXTER CANADA,4598465.96
APPLIED ELECTONICS,4550282.34
CLERMARK,4546930.48
URDAN METAL CASTING INDUSTRIES,4531965.49
1568796 ONTARIO O A RENOKERW,4512483.75
CHEVRON,4491563.91
NOKIA CANADA,4480164.64
WASTE CONNECTIONS OF CANADA,4471734.67
GAB INDUSPAC,4459722.87
SOMOS,4454235.06
ACT,4438235.29
RANDSTAD,4401703.99
HYDRO ONE,4399213.12
FLIGHTSAFETY CANADA,4382638.94
PACIFIC INDUSTRIAL MARINE,4371798.91
QIKIQTAALUK ENVIRONMENTAL,4369847.02
HEIN CONSTRUCTION,4365410
GORDON BARR,4352449.57
HUMAN LOGISTICS,4348323.56
UNIVERSITY OF NEW BRUNSWICK,4339875.88
QMR,4323978.77
DIRECT ENERGY,4322941.13
NOTRA,4305579.23
LIMEN GROUP CONST,4293944.6
ROLLING TIDES CONSTRUCTION,4285682.59
MCCOLMAN SONS DEMOLITION,4256482.55
TELEPHONICS,4247369.27
MAXSYS STAFFING AND CONSULTING,4239219.6
5029406 MANITOBA,4236858.4
CHEF BRANDZ,4221558.66
MANITOBA HYDRO,4207481.26
AVONDALE CONSTRUCTION,4205089.13
GIL SON CONSTRUCTION,4183652.23
DON SAYWELL DEVELOPMENTS,4144643.58
AGC AND ASSOCIATES,4123768.02
CRYE PRECISION,4110790.55
ULTIMATE CONSTRUCTION,4104545.25
BEN WIEBE CONSTRUCTION,4090872.35
MULDER MEATS,4071140.68
ROHDE SCHWARZ CANADA,3981232.77
SCALAR DECISIONS,3977626.84
GERMAIN CONSTRUCTION,3973179.56
MISHKUMI TECHNOLOGIES,3927358.74
FARMER CONSTRUCTION,3920001.85
INTEGRA NETWORKS,3918706.12
EVRIPOS JANITORIAL SERVICES,3896216.31
D TA SYSTEMS,3893598.06
GAP WIRELESS,3872783.43
INTERGRAPH CANADA,3872225.39
THE VCAN GROUP,3837983.99
VCI CONTROLS,3835175.29
THE RIGHT DOOR CONSULTING,3790051.49
HITRAC,3773953.46
JASTRAM ENGINEERING,3761753.33
GLOBAL UPHOLSTERY,3755758.27
ONX ENTERPRISE SOLUTIONS,3723961.05
KINGSVIEW CONSTRUCTION,3701280.64
HUBSPOKE,3677615.24
M D CHARLTON,3671739.17
KUBOTA CANADA,3641851.75
CANADIAN MARITIME ENGINEERING,3635728.1
ZOLL MEDICAL CANADA,3602857.59
GENESIS INTEGRATION,3590449.9
INSTITUT NATIONAL D OPTIQUE,3565311.36
CONSTRUCTION COUTURE TANGUAY,3540421.55
WESTBURY NATIONAL SHOW SYSTEMS,3540119.73
VALARD CONSTRUCTION,3450985.49
TENAQUIP,3447722.49
VAISALA CANADA,3433821.76
PROTAK CONSULTING GROUP,3428754.65
MILLBROOK TACTICAL,3425153.37
CLOSEREACH,3407172.41
GFL ENVIRONMENTAL,3396121.28
2553164 ONTARIO,3390000
DBC MARINE SAFETY SYSTEMS,3387915.06
AVI SPL CANADA,3360729.32
COPCAN CIVIL,3306611.05
THERMO FISHER SCIENTIFIC,3236555
COFOMO,3219477.9
LARRY PENNER ENTERPRISES,3176438.1
TES CONTRACT SERVICES,3128072.81
CARMICHAEL ENGINEERING,3124771.4
IDS SYSTEMS CONSULTANTS,3086359.06
RADIATION SOLUTIONS,3082131
SOFTSIM TECHNOLOGIES,3067418.26
DYNAMIC PERSONNEL CONSULTANTS,3036815.18
SIMPSON BUILDING CONTRACTORS,2995532.45
TURTLE ISLAND STAFFING,2987511.53
FIDELITY ENGINEERING CONSTRUCTION,2953843.07
SOFTCHOICE,2933337.48
CAN AM PLATFORMS CONSTRUCTION,2921211.31
THE MATHWORKS,2907543.7
UNIVERSITY OF CALGARY,2896914.89
GRAND TOY,2891451.34
THE AIM GROUP,2864147.1
AMEC CONSTRUCTION,2805336.02
SMITHS DETECTION,2791589.17
LANSDOWNE TECHNOLOGIES,2780333.11
SOLOTECH,2769284.85
GLOBAL KNOWLEDGE,2732708.96
CANSEL SURVEY EQUIPMENT,2720852.37
IMP GROUP,2719359.11
WSP,2690261.17
WASTE MANAGEMENT OF CANADA,2676696.27
VISIONTEC,2617695.94
DILLON CONSULTING,2600558.76
COLLIERS PROJECT LEADERS,2592760.91
DALCON CONSTRUCTORS,2555249.63
UNIVERSITY OF BRITISH COLUMBIA,2544424.08
GROUPE ENERGIE BDL,2542400.12
ECOLE DE LANGUES LA CITE,2536299.19
HOULE ELECTRIC,2526273.95
LEONARDO,2500884.43
KEYSIGHT TECHNOLOGIES CANADA,2497041.65
MGIS,2481170.33
TELUS CANADA,2424969.8
GAMBLE TECHNOLOGIES,2419570.42
INLAND AUDIO VISUAL,2376450.52
RUSSEL METALS,2303889.96
MORPHO CANADA,2281000
NEPTUNE SECURITY SERVICES,2267507.69
WESCO DISTRIBUTION CANADA,2253603.25
POLARIS INDUSTRIES,2252467.76
GC STRATEGIES,2188439.15
TRAINOR MECHANICAL CONTRACTORS,2173672.63
TEKNION,2135426.16
MAXXAM ANALYTICS,2092080.48
PRINTERS PLUS,2084004.56
CBCI TELECOM,2077416.44
73719 NEWFOUNDLAND LABRADOR,2072290.12
ATLANTICA MECHANICAL CONTRACTORS,2065712.82
WORKDYNAMICS TECHNOLOGIES,2033156.54
CANON,1999985.33
FMC PROFESSIONALS,1989921.89
MERCURY MARINE,1972474.5
DONNA CONA,1942010.42
INTERACTIVE AUDIO VISUAL,1920386.17
CONOSCENTI TECHNOLOGIES,1906247.94
BRANDT TRACTOR,1892517.78
NORTH ATLANTIC PETROLEUM,1882819.16
MAPLESOFT CONSULTING,1876105.68
BIGHORN CONSTRUCTION,1861282.47
WEBSTER ELECTRIC,1841892.73
ACCENTURE,1793142.45
HEWLETT PACKARD,1784785.03
DST CONSULTING ENGINEERS,1782048.19
MITSUBISHI MOTOR SALES,1764586.95
MCKESSON CANADA,1754995.71
NOVA NETWORKS,1719031.56
PENNECON,1718109.7
PODOLINSKY EQUIPMENT,1711198.25
PALADIN GROUP,1685548.66
ENSEIGNES PATTISON SIGN GROUP,1684420.88
HOSKIN SCIENTIFIC,1668688.27
WATERWORKS CONSTRUCTION,1663370.03
COMBAT NETWORKS,1653918.98
ELSEVIER,1639688.27
TAG HR,1621082.71
ALS CANADA,1607125.94
ABB,1599834.91
UNIVERSITY OF WESTERN ONTARIO,1538229.05
CON PRO INDUSTRIES CANADA,1534613.01
SUTHERLAND EXCAVATING,1534093.84
BRIQUETAL,1512305.05
OPENFRAME TECHNOLOGIES,1507272.99
ACME FUTURE SECURITY CONTROLS,1492777.52
QUINAN CONSTRUCTION,1475192.37
SEGUIN MORRIS,1470237.88
L P ROYER,1394510.65
4 OFFICE AUTOMATION,1383435.39
CANADENSYS AEROSPACE,1376621.05
CGI,1304875.89
TAURUS CONTRACTORS,1298780.04
WILCO CONTRACTORS SOUTHWEST,1268555.67
HERITAGE RESTORATION,1264738.37
CONSTRUCTION JESSIKO,1261188.79
RUSH TRUCK CENTRES OF CANADA,1255033.48
ZERNAM ENTERPRISE,1240615.26
CANADIAN BANK NOTE COMPANY,1240524.85
ARCADIS CANADA,1238405.88
TUNDRA TECHNICAL SOLUTIONS,1232479.64
THOMAS SCHMIDT,1232428.17
MERIDIAN MEDICAL TECHNOLOGIES,1226984.74
THYSSENKRUPP ELEVATOR,1201785.92
SYNERSOLUTIONS TECHNOLOGIES,1158035.15
FREQUENTIS CANADA,1137548.15
COASTAL RESTORATION MASONRY,1122302.06
GREENDALE RESOURCES,1121440
KONICA MINOLTA BUSINESS SOLUTIONS,1119699.11
BRUKER,1103499.6
CLICK NETWORKS,1101496.65
PAL AEROSPACE,1098520.72
AGILENT,1080357.95
SUBARU CANADA,1074042.35
LEO PISCES SERVICES GROUP,1065659.11
DNR CONSULTING GROUP,1057132.46
INSA,1052483.7
OPENTEXT,1049302.23
TRI STAR INDUSTRIES,1037696.1
CACHE COMPUTER CONSULTING,1031134.46
SLR CONSULTING CANADA,1020052.36
NEWFOUND RECRUITING,1013097.1
ARTEMP PERSONNEL SERVICES,1005043.82
SIEMENS,1003366.41
DRAEGER CANADA,991792.45
VFA CANADA,976382.48
E CONSTRUCTION,972375.66
UNISYS CANADA,967600.59
KUDLIK CONSTRUCTION,961455.4
MOBILE RESOURCE GROUP,940976.17
ONIX NETWORKING CANADA,938107.08
ST JOHN AMBULANCE,933259.21
CANADIAN DEVELOPMENT CONSULTANTS,933052.32
NUMBER TEN ARCHITECTURAL GROUP,917874.48
ARI FINANCIAL SERVICES,913066.16
IHS GLOBAL,912406.26
4PLAN CONSULTING,910439.1
JOHNSON CONTROLS CANADA,891508.75
CANADYNE TECHNOLOGIES,854050.64
GRIFFIN ENGINEERED SYSTEMS,851467
EMPOWERED NETWORKS,846646.24
SUPER CHANNEL INTERNATIONAL,846450.69
LIFE TECHNOLOGIES,814943.29
ORANGUTECH,812579.58
UNIVERSITE LAVAL,807908.69
MARITIME FENCE,794121.58
IRONCLAD EARTHWORKS,779990.31
QUANTUM MANAGEMENT SERVICES,779482.72
J J TRAILERS MANUFACTURERS AND SALES,763420.09
K RITE CONSTRUCTION,757584.88
MESSA COMPUTING,757281.07
BDO CANADA,744858.71
MEDI SELECT,719461.69
ANSYS CANADA,717749.91
NISSAN CANADA,704254.53
THE STEVENS COMPANY,699262.67
DALIAN ENTERPRISES,698809.64
PROLOGIC SYSTEMS,674384.09
UNIVERSITY OF SASKATCHEWAN,670458.61
CONVERGINT TECHNOLOGIES,656667.37
DYNACARE,656133.78
PLEIAD CANADA,641090.94
EMMANUEL CONSTRUCTION SERVICES,632244
PRECISIONIT,609368.22
PHASELOCK SYSTEMS INTERNATIONAL,601110.88
AINSWORTH,593997.24
ROSBOROUGH BOATS,592168.82
ENTRUST,582541.7
CANADIAN NORTH,578256.9
JANKEL TACTICAL SYSTEMS,565384.85
BOUTHILLETTE PARIZEAU,563792.93
WESTOWER COMMUNICATIONS,535338.68
SYSTEMSCOPE,533547.34
ALLEN HASTINGS,531373.06
ROBERTSON MARTIN ARCHITECTS,521712.95
LUMINA IT,519727.74
W S MORGAN CONSTRUCTION,517442.08
J L RICHARDS ASSOCIATES,508168.78
MAKWA RESOURCING,501244.32
BLUEDOT,497200
UNIVERSITY OF ALBERTA,490478.07
GRAYBRIDGE INTERNATIONAL CONSULTING,486801.49
"NATTIQ",477540.82
KMS INDUSTRIES,470795.2
ACCESS 2 NETWORKS,462287.6
DELCO AUTOMATION,459396.1
QUINTET CONSULTING,444215.65
JOSEPH ELIE,441116.96
GEMTEC,431798.62
RAYMOND CHABOT GRANT THORNTON,430787.97
THOMSON REUTERS,425957.2
INTER MEDICO,412782
DILIGENS,410908.53
ROGERS,396139.66
AIR INUIT,392117.98
CBCL,384356.74
INTERNATIONAL REPORTING,379509.08
THE IT BROKER,375891.78
THE HALIFAX GROUP,368925.51
AV TECH,360206.32
EAGLE PROFESSIONAL RESOURCES,348949.65
YORK UNIVERSITY,347364.49
HITACHI DATA SYSTEMS,345798.26
BROOKFIELD GLOBAL INTEGRATED SOLUTIONS,343651.92
DSS MARINE,340242.76
JOHN WILEY SONS,333585.69
HAWORTH,331713.46
AIR LIQUIDE CANADA,327685.3
EXP SERVICES,326134.9
CHARRON HUMAN RESOURCES,323543.75
I4C INFORMATION TECHNOLOGY,320921.13
IRON MOUNTAIN,317876.07
HATCH,317353.97
KONE,316803.35
SHI CANADA,312004.11
UNIVERSAL HELICOPTERS,305537.55
FAST FORWARD FRENCH,305228.93
PIONEER CONSTRUCTION,299700
BLACKBERRY,290842.94
LUXTON CONSTRUCTION,284656.73
YAMAHA MOTORS CANADA,284079.98
LANGUAGE RESEARCH DEVELOPMENT GROUP,282910.09
ATLANTIC BUSINESS INTERIORS,264621.73
ARCP ATLANTIC ROAD CONSTRUCTION,263350
TEKSYSTEMS CANADA,257308.8
PROSCI CANADA,257219.7
MAVERIN,256293.26
TIREE,254400.75
DALHOUSIE UNIVERSITY,253063.61
R R INTERNATIONAL TRANSLATION,251524.4
SUPREMEX,249707.3
3D DATACOMM,246162.41
MANPOWER SERVICES CANADA,245072.96
THORNHILL MEDICAL,243882.36
HEMMERA ENVIROCHEM,238621.89
SHARP ELECTRONICS,238216.83
AIR TINDI,234751.2
VWR INTERNATIONAL,233136.76
CARAHSOFT TECHNOLOGY,228804.03
FACTIVA,228645.4
RISK SCIENCES INTERNATIONAL,225219.17
WORLDREACH SOFTWARE,224220.25
DLS TECHNOLOGY,222241.02
HERCULES SLR,220215.65
CANADA POST,217639.13
SUMMIT CANADA DISTRIBUTORS,215376.31
OTIS ELEVATOR,214410.41
CULLEN DIESEL POWER,212149.86
JASCO APPLIED SCIENCES CANADA,205478.81
GETINGE CANADA,204598.16
NEPTEC DESIGN GROUP,198488.47
SHAW CABLE,197982.25
